x1,x2,x3,x4,x5,x6,x7
1,0.478114478114,0.695172,0.452702702703,0.695921,0.418918918919,0.697939603485
2,0.569023569024,0.692535,0.554054054054,0.692926,0.495173745174,0.694619845009
3,0.589225589226,0.692189,0.581081081081,0.691477,0.530888030888,0.692583360497
4,0.612794612795,0.689209,0.540540540541,0.692426,0.601351351351,0.690414158534
5,0.683501683502,0.686826,0.641891891892,0.688172,0.659266409266,0.688172726097
6,0.703703703704,0.684733,0.668918918919,0.686149,0.666988416988,0.686412352162
7,0.747474747475,0.682143,0.668918918919,0.683687,0.712355212355,0.683063272114
8,0.73063973064,0.678985,0.722972972973,0.683163,0.746138996139,0.68038756898
9,0.757575757576,0.676201,0.72972972973,0.678931,0.743243243243,0.677693488745
10,0.777777777778,0.673215,0.743243243243,0.679733,0.75,0.674626629325
11,0.777777777778,0.671812,0.689189189189,0.676857,0.769305019305,0.670033662476
12,0.794612794613,0.66674,0.709459459459,0.674687,0.782818532819,0.666404827911
13,0.784511784512,0.663445,0.709459459459,0.672478,0.779922779923,0.661671374525
14,0.781144781145,0.65908,0.716216216216,0.665776,0.775096525097,0.658988351988
15,0.781144781145,0.656271,0.702702702703,0.662733,0.781853281853,0.655175963424
16,0.791245791246,0.649473,0.716216216216,0.663904,0.776061776062,0.651667177447
17,0.791245791246,0.651477,0.716216216216,0.664334,0.790540540541,0.648303610478
18,0.801346801347,0.645494,0.722972972973,0.654805,0.784749034749,0.645390048105
19,0.804713804714,0.640293,0.722972972973,0.651287,0.789575289575,0.640716955468
20,0.808080808081,0.642841,0.756756756757,0.647707,0.791505791506,0.637229015468
21,0.818181818182,0.631667,0.72972972973,0.644272,0.799227799228,0.633468721709
22,0.814814814815,0.630411,0.716216216216,0.647013,0.792471042471,0.631677477056
23,0.814814814815,0.626875,0.756756756757,0.642934,0.807915057915,0.626804620948
24,0.828282828283,0.625849,0.736486486486,0.63481,0.813706563707,0.623072228031
25,0.818181818182,0.620369,0.756756756757,0.621653,0.817567567568,0.619803065269
26,0.818181818182,0.618878,0.756756756757,0.630396,0.823359073359,0.617716354178
27,0.83164983165,0.615437,0.75,0.623119,0.824324324324,0.611250572568
28,0.835016835017,0.61171,0.77027027027,0.620711,0.828185328185,0.608488078053
29,0.821548821549,0.609561,0.783783783784,0.617013,0.833011583012,0.603904646796
30,0.838383838384,0.606938,0.777027027027,0.611737,0.833976833977,0.603286747076
31,0.835016835017,0.598212,0.790540540541,0.615661,0.833976833977,0.599162546019
32,0.835016835017,0.596338,0.810810810811,0.611493,0.839768339768,0.594482073798
33,0.828282828283,0.602376,0.797297297297,0.612588,0.842664092664,0.59273088991
34,0.841750841751,0.593792,0.810810810811,0.598074,0.844594594595,0.589549402242
35,0.841750841751,0.591943,0.831081081081,0.594038,0.846525096525,0.586486860362
36,0.858585858586,0.587224,0.824324324324,0.607116,0.848455598456,0.585842401365
37,0.855218855219,0.58876,0.837837837838,0.589678,0.852316602317,0.584875607122
38,0.845117845118,0.579671,0.831081081081,0.586846,0.849420849421,0.580125302652
39,0.851851851852,0.587374,0.837837837838,0.583238,0.860038610039,0.581716057992
40,0.838383838384,0.590533,0.831081081081,0.585658,0.8638996139,0.574570268393
41,0.861952861953,0.583808,0.837837837838,0.586331,0.861969111969,0.57243287782
42,0.848484848485,0.583513,0.858108108108,0.577718,0.854247104247,0.572693591527
43,0.872053872054,0.57627,0.851351351351,0.5857,0.864864864865,0.564244242479
44,0.861952861953,0.577861,0.858108108108,0.586098,0.867760617761,0.563943350752
45,0.868686868687,0.577888,0.844594594595,0.576394,0.861003861004,0.566790566941
46,0.858585858586,0.570942,0.851351351351,0.578975,0.866795366795,0.561619530198
47,0.861952861953,0.576602,0.878378378378,0.578034,0.866795366795,0.559106939433
48,0.855218855219,0.576046,0.858108108108,0.568609,0.872586872587,0.558510524541
49,0.875420875421,0.565053,0.864864864865,0.569726,0.861003861004,0.557705935939
50,0.872053872054,0.571127,0.858108108108,0.565272,0.867760617761,0.555761113245
51,0.858585858586,0.568074,0.864864864865,0.565249,0.874517374517,0.554224761987
52,0.855218855219,0.563158,0.871621621622,0.562699,0.870656370656,0.554418384338
53,0.861952861953,0.569021,0.844594594595,0.566173,0.872586872587,0.549156439696
54,0.868686868687,0.570617,0.878378378378,0.56313,0.868725868726,0.553513494353
55,0.86531986532,0.565426,0.878378378378,0.566656,0.879343629344,0.547280994391
56,0.86531986532,0.564817,0.871621621622,0.564806,0.872586872587,0.547068526156
57,0.872053872054,0.560933,0.885135135135,0.555475,0.872586872587,0.548797207795
58,0.861952861953,0.553644,0.878378378378,0.563312,0.876447876448,0.545449727521
59,0.848484848485,0.561588,0.878378378378,0.559242,0.880308880309,0.545308275342
60,0.878787878788,0.5604,0.891891891892,0.55822,0.875482625483,0.544602410444
61,0.872053872054,0.557472,0.885135135135,0.556212,0.872586872587,0.542022008578
62,0.872053872054,0.560124,0.885135135135,0.550004,0.878378378378,0.540247938578
63,0.868686868687,0.557885,0.891891891892,0.561336,0.874517374517,0.54188298247
64,0.868686868687,0.557647,0.885135135135,0.554661,0.881274131274,0.54086358897
65,0.861952861953,0.556193,0.885135135135,0.548227,0.885135135135,0.537989949167
66,0.872053872054,0.553637,0.878378378378,0.557323,0.881274131274,0.536773491665
67,0.868686868687,0.553074,0.891891891892,0.555207,0.880308880309,0.538937824688
68,0.872053872054,0.55489,0.891891891892,0.541001,0.883204633205,0.536332452044
69,0.878787878788,0.551377,0.891891891892,0.550759,0.887065637066,0.53491797629
70,0.868686868687,0.552051,0.905405405405,0.547026,0.881274131274,0.536210438114
71,0.875420875421,0.553694,0.871621621622,0.544006,0.887065637066,0.533486289637
72,0.872053872054,0.552599,0.905405405405,0.546976,0.888996138996,0.533104782054
73,0.868686868687,0.55154,0.878378378378,0.555807,0.888030888031,0.532371711892
74,0.86531986532,0.54676,0.898648648649,0.543876,0.883204633205,0.531147081419
