x1,x2,x3,x4,x5,x6,x7
2,0.612794612795,0.692496,0.574324324324,0.692199,0.550682261209,0.692197744261
3,0.686868686869,0.686034,0.581081081081,0.689255,0.66179337232,0.687707357239
4,0.791245791246,0.675898,0.75,0.677404,0.749512670565,0.676656972944
5,0.824915824916,0.678013,0.783783783784,0.675488,0.778752436647,0.67810561887
6,0.835016835017,0.654073,0.756756756757,0.665534,0.80604288499,0.658629304484
7,0.851851851852,0.670511,0.763513513514,0.674246,0.804093567251,0.67486600604
8,0.835016835017,0.671391,0.77027027027,0.673816,0.808966861598,0.673603853636
9,0.872053872054,0.60711,0.878378378378,0.615065,0.866471734893,0.615091526717
10,0.875420875421,0.615322,0.844594594595,0.615605,0.848927875244,0.614808351324
11,0.86531986532,0.572575,0.878378378378,0.584182,0.876218323587,0.584094385306
12,0.882154882155,0.553614,0.878378378378,0.562839,0.884990253411,0.557934678437
13,0.86531986532,0.560245,0.905405405405,0.563785,0.883040935673,0.565935074237
14,0.868686868687,0.558884,0.891891891892,0.551284,0.874269005848,0.563870646452
15,0.878787878788,0.563179,0.864864864865,0.572467,0.866471734893,0.571723442851
16,0.888888888889,0.541668,0.878378378378,0.554017,0.885964912281,0.551306834346
17,0.892255892256,0.553156,0.891891891892,0.554452,0.879142300195,0.555118546674
18,0.892255892256,0.543318,0.871621621622,0.545187,0.880116959064,0.543585173916
19,0.875420875421,0.554201,0.878378378378,0.56226,0.867446393762,0.562887623645
20,0.892255892256,0.538374,0.871621621622,0.530629,0.889863547758,0.53041931098
21,0.872053872054,0.543301,0.878378378378,0.544074,0.873294346979,0.54204698456
22,0.872053872054,0.552155,0.878378378378,0.571567,0.875243664717,0.556589110379
23,0.855218855219,0.551328,0.864864864865,0.554263,0.87037037037,0.552251582083
24,0.878787878788,0.54427,0.885135135135,0.555538,0.887914230019,0.54436511115
25,0.872053872054,0.542646,0.885135135135,0.544653,0.887914230019,0.536715275886
26,0.885521885522,0.534751,0.891891891892,0.539738,0.887914230019,0.533820617617
27,0.885521885522,0.536883,0.871621621622,0.533203,0.884990253411,0.534850183286
28,0.892255892256,0.544603,0.871621621622,0.556451,0.87134502924,0.551353833654
29,0.892255892256,0.546083,0.878378378378,0.56219,0.878167641326,0.5485298712
30,0.868686868687,0.550233,0.864864864865,0.568319,0.865497076023,0.562543911892
31,0.875420875421,0.543666,0.891891891892,0.545366,0.878167641326,0.543564578943
32,0.878787878788,0.541862,0.864864864865,0.5541,0.882066276803,0.542659973889
33,0.872053872054,0.541023,0.871621621622,0.551904,0.882066276803,0.540867155058
34,0.868686868687,0.544303,0.871621621622,0.553041,0.880116959064,0.543272898908
35,0.882154882155,0.537593,0.891891891892,0.540587,0.890838206628,0.527635842562
36,0.878787878788,0.541201,0.871621621622,0.553093,0.875243664717,0.542464696002
37,0.885521885522,0.53927,0.871621621622,0.546162,0.880116959064,0.53707903519
38,0.872053872054,0.538188,0.871621621622,0.558431,0.891812865497,0.538519051514
39,0.872053872054,0.541003,0.858108108108,0.554717,0.888888888889,0.536650986002
40,0.888888888889,0.530944,0.871621621622,0.543249,0.90253411306,0.524401494286
41,0.885521885522,0.537968,0.864864864865,0.546755,0.888888888889,0.532657664596
42,0.872053872054,0.538615,0.871621621622,0.547072,0.887914230019,0.530496469715
43,0.888888888889,0.530775,0.858108108108,0.539825,0.895711500975,0.526567904573
44,0.875420875421,0.539362,0.878378378378,0.541184,0.883040935673,0.53974637546
45,0.872053872054,0.535764,0.871621621622,0.551482,0.88693957115,0.529188842627
46,0.861952861953,0.539394,0.851351351351,0.556736,0.875243664717,0.543475419806
47,0.888888888889,0.534137,0.858108108108,0.553274,0.890838206628,0.53296036783
48,0.872053872054,0.538085,0.858108108108,0.557251,0.882066276803,0.536806256102
49,0.868686868687,0.529328,0.878378378378,0.539225,0.895711500975,0.525432130224
50,0.878787878788,0.541004,0.864864864865,0.546697,0.883040935673,0.529618700345
51,0.861952861953,0.539361,0.864864864865,0.538785,0.889863547758,0.531124247794
52,0.875420875421,0.533413,0.871621621622,0.543663,0.892787524366,0.525910270319
53,0.878787878788,0.535152,0.864864864865,0.544261,0.887914230019,0.530137086124
54,0.875420875421,0.540479,0.851351351351,0.549792,0.881091617934,0.534680338805
55,0.885521885522,0.529702,0.878378378378,0.539685,0.898635477583,0.516570511094
56,0.875420875421,0.534965,0.878378378378,0.548396,0.888888888889,0.53167610158
57,0.872053872054,0.535725,0.871621621622,0.544438,0.890838206628,0.525992920001
58,0.858585858586,0.544813,0.864864864865,0.556409,0.881091617934,0.539738257203
59,0.868686868687,0.538029,0.864864864865,0.545994,0.883040935673,0.529485425405
60,0.878787878788,0.538904,0.871621621622,0.548069,0.881091617934,0.534154155275
61,0.885521885522,0.526625,0.871621621622,0.539475,0.896686159844,0.521851297533
62,0.885521885522,0.532483,0.871621621622,0.545396,0.897660818713,0.525738488687
63,0.872053872054,0.530247,0.864864864865,0.545081,0.897660818713,0.519518100379
64,0.875420875421,0.531207,0.871621621622,0.538554,0.896686159844,0.522220409753
