x1,x2,x3,x4,x5,x6,x7
2,0.858585858586,0.555802,0.817567567568,0.585293,0.842105263158,0.573504537344
3,0.838383838384,0.579372,0.783783783784,0.612219,0.823586744639,0.591726662297
4,0.838383838384,0.566599,0.804054054054,0.601622,0.845029239766,0.572587951234
5,0.835016835017,0.574358,0.797297297297,0.606599,0.831384015595,0.592993926061
6,0.888888888889,0.553591,0.851351351351,0.574675,0.848927875244,0.561673963279
7,0.86531986532,0.549807,0.851351351351,0.564198,0.860623781676,0.55747451228
8,0.861952861953,0.566256,0.858108108108,0.58475,0.83918128655,0.586550421882
9,0.851851851852,0.573201,0.824324324324,0.592023,0.83820662768,0.579165988847
10,0.855218855219,0.559992,0.858108108108,0.571727,0.851851851852,0.569126265091
11,0.861952861953,0.555465,0.844594594595,0.570643,0.863547758285,0.556179098916
12,0.861952861953,0.552679,0.858108108108,0.565865,0.869395711501,0.556463996569
13,0.841750841751,0.571707,0.831081081081,0.588356,0.844054580897,0.582855159776
14,0.872053872054,0.557051,0.878378378378,0.569292,0.858674463938,0.5615573264
15,0.868686868687,0.547669,0.871621621622,0.567721,0.867446393762,0.548442769469
16,0.868686868687,0.558537,0.864864864865,0.570613,0.862573099415,0.570971606071
17,0.845117845118,0.574219,0.831081081081,0.604707,0.842105263158,0.589502665035
18,0.882154882155,0.539708,0.864864864865,0.548265,0.882066276803,0.545711584781
19,0.868686868687,0.54801,0.858108108108,0.545422,0.876218323587,0.54718949136
20,0.855218855219,0.565934,0.858108108108,0.580004,0.851851851852,0.57143355357
21,0.86531986532,0.539851,0.905405405405,0.538351,0.88693957115,0.535214488444
22,0.855218855219,0.548949,0.871621621622,0.557787,0.873294346979,0.55471208953
23,0.875420875421,0.556307,0.858108108108,0.574933,0.857699805068,0.567446079693
24,0.872053872054,0.557634,0.858108108108,0.579358,0.87037037037,0.562121385022
25,0.875420875421,0.548027,0.885135135135,0.564105,0.862573099415,0.548628134686
26,0.861952861953,0.558479,0.864864864865,0.580582,0.859649122807,0.570044222631
27,0.848484848485,0.557298,0.864864864865,0.573767,0.864522417154,0.568302158724
28,0.868686868687,0.553235,0.878378378378,0.575903,0.863547758285,0.561628620353
29,0.86531986532,0.558629,0.864864864865,0.567301,0.866471734893,0.566092639116
30,0.868686868687,0.55178,0.851351351351,0.564787,0.867446393762,0.558307170868
31,0.878787878788,0.549612,0.871621621622,0.552301,0.887914230019,0.547393858433
32,0.872053872054,0.548977,0.885135135135,0.555373,0.884990253411,0.545766326419
33,0.888888888889,0.546963,0.871621621622,0.556829,0.876218323587,0.539774688189
34,0.861952861953,0.549959,0.878378378378,0.550974,0.875243664717,0.556397212702
35,0.885521885522,0.548547,0.885135135135,0.55777,0.881091617934,0.549700687329
36,0.885521885522,0.544386,0.871621621622,0.561765,0.877192982456,0.544728667067
37,0.861952861953,0.549489,0.891891891892,0.556511,0.872319688109,0.55229651196
38,0.858585858586,0.554664,0.864864864865,0.568137,0.876218323587,0.559146019973
39,0.875420875421,0.546059,0.871621621622,0.556152,0.873294346979,0.55371541726
40,0.882154882155,0.547159,0.871621621622,0.5588,0.882066276803,0.550382869285
41,0.86531986532,0.556134,0.844594594595,0.575855,0.864522417154,0.565269456098
42,0.868686868687,0.553755,0.864864864865,0.56207,0.875243664717,0.559879498001
43,0.878787878788,0.550605,0.871621621622,0.558813,0.877192982456,0.553974226901
44,0.885521885522,0.546575,0.878378378378,0.54555,0.889863547758,0.547704673127
45,0.892255892256,0.538389,0.871621621622,0.530649,0.888888888889,0.530423486965
46,0.872053872054,0.547426,0.878378378378,0.552202,0.874269005848,0.552306711674
47,0.868686868687,0.547724,0.871621621622,0.552427,0.874269005848,0.553797508541
48,0.882154882155,0.547194,0.898648648649,0.55458,0.876218323587,0.554177793494
49,0.875420875421,0.54664,0.898648648649,0.545715,0.881091617934,0.549975198089
50,0.882154882155,0.540112,0.878378378378,0.547065,0.889863547758,0.534680681793
51,0.868686868687,0.544156,0.885135135135,0.545972,0.877192982456,0.545512170645
52,0.875420875421,0.543368,0.878378378378,0.542811,0.883040935673,0.545914321615
53,0.875420875421,0.545689,0.898648648649,0.541716,0.880116959064,0.549765232885
54,0.861952861953,0.549779,0.885135135135,0.546444,0.878167641326,0.549575596525
55,0.875420875421,0.547948,0.878378378378,0.54821,0.869395711501,0.549839638304
56,0.86531986532,0.54767,0.885135135135,0.54958,0.883040935673,0.547882905655
57,0.868686868687,0.559357,0.878378378378,0.563241,0.87134502924,0.560422352532
58,0.888888888889,0.546206,0.891891891892,0.539374,0.887914230019,0.549706086255
59,0.872053872054,0.544141,0.878378378378,0.537746,0.876218323587,0.548240972193
60,0.868686868687,0.54698,0.891891891892,0.544258,0.885964912281,0.546926515667
61,0.875420875421,0.556263,0.885135135135,0.555218,0.881091617934,0.556768263118
62,0.885521885522,0.543631,0.885135135135,0.546571,0.879142300195,0.541769694341
63,0.875420875421,0.557019,0.885135135135,0.563568,0.87134502924,0.560250847486
64,0.885521885522,0.551427,0.898648648649,0.559134,0.887914230019,0.555904521754
